customer_id,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,CLV,avg_review_sentiment,min_review_sentiment,max_review_sentiment,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_Fiber optic,InternetService_No,AvgMonthlySpend,TotalAddons,TenureGroup_13-24m,TenureGroup_25-48m,TenureGroup_49-60m,TenureGroup_61-72m,HasFiberOptic,IsAutoPay,IsSenior,MultipleLines_Yes,Contract_Two year.1,PaymentMethod_E-Check,PaymentMethod_Mail Check,InternetService_No Internet,Predicted_CLV,CLVSegment,SentimentScore,Sentiment_Negative,Sentiment_Neutral,Sentiment_Positive
CUST11,1,0,1,1,13,1,1,0,0,0,0,0,1,49.95,587.45,0,649.35,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,True,False,False,45.18846153846154,1,True,False,False,False,0,0,0,False,False,False,True,False,625.4022,Medium,0.0,False,True,False
CUST12,1,0,0,0,16,1,0,0,0,0,0,0,0,18.95,326.8,0,303.2,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,False,True,20.425,0,True,False,False,False,0,1,0,False,True,False,False,True,302.64203,Low,-0.2013,True,False,False
CUST13,1,0,1,0,58,1,0,0,1,0,1,1,0,100.35,5681.1,0,5820.299999999999,0.032969583911668,-0.5999999999999999,0.8,True,False,True,False,False,True,False,97.95,3,False,False,True,False,1,1,0,True,False,False,False,False,5828.0454,High,0.0,False,True,False
CUST14,1,0,0,0,49,1,0,1,1,0,1,1,1,103.7,5036.3,1,5081.3,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,False,True,False,102.78163265306122,4,False,False,True,False,1,0,0,True,False,False,False,False,5058.0293,High,-0.4149,True,False,False
CUST15,1,0,0,0,25,1,1,0,1,1,1,1,1,105.5,2686.05,0,2637.5,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,107.442,5,False,True,False,False,1,0,0,False,False,True,False,False,2635.9573,High,0.0,False,True,False
CUST16,0,0,1,1,69,1,1,1,1,1,1,1,0,113.25,7895.15,0,7814.25,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,True,False,114.42246376811592,6,False,False,False,True,1,1,0,True,True,False,False,False,7817.5596,High,0.9604,False,False,True
CUST17,0,0,0,0,52,1,0,0,0,0,0,0,0,20.65,1022.95,0,1073.8,0.032969583911668,-0.5999999999999999,0.8,True,False,False,False,True,False,True,19.672115384615385,0,False,False,True,False,0,0,0,False,False,False,True,True,1086.4976,High,0.0,False,True,False
CUST18,1,0,0,1,71,1,1,0,1,0,1,1,0,106.7,7382.25,0,7575.7,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,False,True,False,103.97535211267606,4,False,False,False,True,1,0,0,True,True,False,False,False,7566.231,High,-0.9461,True,False,False
CUST19,0,0,1,1,10,1,0,0,1,1,0,0,0,55.2,528.35,1,552.0,0.032969583911668,-0.5999999999999999,0.8,False,False,True,False,False,False,False,52.835,2,False,False,False,False,0,1,0,False,False,False,False,False,541.33356,Medium,0.0,False,True,False
CUST20,0,0,0,0,21,1,0,1,1,0,0,1,1,90.05,1862.9,0,1891.05,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,88.70952380952382,3,True,False,False,False,1,0,0,False,False,True,False,False,1907.8583,High,0.9796,False,False,True
CUST21,1,1,0,0,1,0,0,0,1,0,0,1,1,39.65,39.65,1,39.65,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,False,False,39.65,2,False,False,False,False,0,0,1,False,False,True,False,False,55.62614,Low,0.0,False,True,False
CUST22,1,0,1,0,12,1,0,0,0,0,0,0,0,19.8,202.25,0,237.6,0.032969583911668,-0.5999999999999999,0.8,True,False,False,False,False,False,True,16.854166666666668,0,False,False,False,False,0,0,0,False,False,False,False,True,239.0682,Low,-0.5095,True,False,False
CUST23,1,0,0,0,1,1,0,0,0,0,0,0,0,20.15,20.15,1,20.15,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,True,False,True,20.15,0,False,False,False,False,0,0,0,False,False,False,True,True,20.681368,Low,0.0,False,True,False
CUST24,0,0,1,0,58,1,0,1,0,1,0,0,1,59.9,3505.1,0,3474.2,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,False,False,60.43275862068965,2,False,False,True,False,0,1,0,True,True,False,False,False,3467.1284,High,0.0,False,True,False
CUST25,1,0,1,1,49,1,1,1,0,1,0,0,0,59.6,2970.3,0,2920.4,0.032969583911668,-0.5999999999999999,0.8,False,False,True,False,False,False,False,60.61836734693878,3,False,False,True,False,0,1,0,False,False,False,False,False,2940.8948,High,-0.1779,True,False,False
CUST26,0,0,0,0,30,1,1,1,0,0,0,0,1,55.3,1530.6,0,1659.0,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,False,False,False,51.02,2,False,True,False,False,0,0,0,False,False,False,False,False,1610.0435,High,0.0,False,True,False
CUST27,1,0,1,1,47,1,0,1,0,0,1,1,1,99.35,4749.15,1,4669.45,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,101.04574468085106,3,False,True,False,False,1,0,0,True,False,True,False,False,4658.439,High,0.5574,False,False,True
CUST28,1,0,1,1,1,0,0,1,0,0,0,0,0,30.2,30.2,1,30.2,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,False,False,30.2,1,False,False,False,False,0,0,0,False,False,True,False,False,27.411966,Low,-0.9835,True,False,False
CUST29,1,0,1,0,72,1,1,1,1,1,1,1,1,90.25,6369.45,0,6498.0,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,False,False,88.46458333333334,6,False,False,False,True,0,1,0,True,True,False,False,False,6514.8926,High,0.0,False,True,False
CUST30,0,0,0,1,17,1,0,0,0,0,1,1,1,64.7,1093.1,1,1099.9,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,True,False,False,64.3,2,True,False,False,False,0,0,0,False,False,False,True,False,1103.6611,High,-0.8165,True,False,False
CUST31,0,1,1,0,71,1,1,1,1,1,0,0,1,96.35,6766.95,0,6840.849999999999,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,True,False,95.30915492957746,4,False,False,False,True,1,1,1,True,True,False,False,False,6841.0625,High,0.0,False,True,False
CUST32,1,1,1,0,2,1,0,0,1,0,1,1,1,95.5,181.65,0,191.0,0.032969583911668,-0.5999999999999999,0.8,False,False,True,False,False,True,False,90.825,3,False,False,False,False,1,1,1,False,False,False,False,False,192.20769,Low,0.0495,False,True,False
CUST33,0,0,1,1,27,1,1,1,1,1,0,0,0,66.15,1874.45,0,1786.0500000000002,0.032969583911668,-0.5999999999999999,0.8,True,False,False,False,True,False,False,69.42407407407407,4,False,True,False,False,0,0,0,False,False,False,True,False,1804.1705,High,0.0,False,True,False
CUST34,1,0,0,0,1,1,0,0,0,0,0,0,0,20.2,20.2,0,20.2,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,False,False,True,20.2,0,False,False,False,False,0,0,0,False,False,False,False,True,20.681368,Low,0.8433,False,False,True
CUST35,1,1,0,0,1,1,0,0,0,0,0,0,0,45.25,45.25,0,45.25,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,False,False,False,45.25,0,False,False,False,False,0,0,1,False,False,False,False,False,47.452003,Low,0.0,False,True,False
CUST36,0,0,1,1,72,1,1,1,0,1,1,0,0,99.9,7251.7,0,7192.8,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,False,True,False,100.71805555555557,4,False,False,False,True,1,0,0,True,True,False,False,False,7165.8486,High,-0.9173,True,False,False
CUST37,1,0,0,0,5,1,0,0,0,0,0,0,1,69.7,316.9,1,348.5,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,63.38,0,False,False,False,False,1,0,0,False,False,True,False,False,346.6263,Low,0.0,False,True,False
CUST38,0,0,0,0,46,1,0,0,1,0,0,0,1,74.8,3548.3,0,3440.8,0.032969583911668,-0.5999999999999999,0.8,False,False,True,False,False,True,False,77.13695652173914,1,False,True,False,False,1,1,0,False,False,False,False,False,3453.3923,High,-0.9937,True,False,False
CUST39,1,0,0,0,34,1,0,1,1,0,1,1,1,106.35,3549.25,1,3615.9,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,104.38970588235294,4,False,True,False,False,1,0,0,True,False,True,False,False,3614.4363,High,0.0,False,True,False
CUST40,0,0,0,0,11,1,0,0,1,0,1,1,1,97.85,1105.4,1,1076.35,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,False,True,False,100.4909090909091,3,False,False,False,False,1,0,0,True,False,False,False,False,1072.0726,High,-0.8863,True,False,False
CUST41,1,0,1,1,10,1,0,1,0,0,0,0,0,49.55,475.7,0,495.5,0.032969583911668,-0.5999999999999999,0.8,True,False,False,False,True,False,False,47.57,1,False,False,False,False,0,0,0,False,False,False,True,False,496.0831,Low,0.0,False,True,False
CUST42,0,0,1,1,70,1,1,1,0,0,1,0,1,69.2,4872.35,0,4844.0,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,False,False,69.605,3,False,False,False,True,0,1,0,True,True,False,False,False,4847.1934,High,0.6424,False,False,True
CUST43,0,0,1,1,17,1,0,0,0,0,0,0,0,20.75,418.25,0,352.75,0.032969583911668,-0.5999999999999999,0.8,True,False,False,False,True,False,True,24.602941176470587,0,True,False,False,False,0,0,0,False,False,False,True,True,366.34692,Low,0.0,False,True,False
CUST44,0,0,0,0,63,1,1,1,1,1,1,0,1,79.85,4861.45,0,5030.549999999999,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,False,False,77.16587301587302,5,False,False,False,True,0,1,0,True,True,False,False,False,5031.032,High,0.34,False,False,True
CUST45,0,0,1,0,13,1,1,1,0,1,1,0,1,76.2,981.45,0,990.6,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,False,False,75.49615384615385,4,True,False,False,False,0,0,0,True,False,True,False,False,992.39636,Medium,0.0,False,True,False
CUST46,0,0,0,0,49,1,0,0,0,0,0,1,1,84.5,3906.7,0,4140.5,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,79.72857142857143,1,False,False,True,False,1,0,0,True,False,True,False,False,4129.844,High,-0.9288,True,False,False
CUST47,1,0,0,0,2,1,0,1,0,0,0,0,0,49.25,97.0,0,98.5,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,True,False,False,48.5,1,False,False,False,False,0,0,0,False,False,False,True,False,102.61923,Low,0.0,False,True,False
CUST48,0,0,0,0,2,1,0,0,0,0,1,0,1,80.65,144.15,1,161.3,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,72.075,1,False,False,False,False,1,0,0,False,False,True,False,False,167.42117,Low,0.4019,False,False,True
CUST49,1,0,0,0,52,1,1,0,0,1,1,1,1,79.75,4217.8,0,4147.0,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,False,False,81.11153846153846,4,False,False,True,False,0,1,0,True,True,False,False,False,4157.7007,High,0.0,False,True,False
CUST50,0,0,1,1,69,1,1,0,1,1,0,0,1,64.15,4254.1,0,4426.35,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,False,False,61.6536231884058,3,False,False,False,True,0,1,0,True,True,False,False,False,4392.158,High,0.6705,False,False,True
CUST51,0,1,0,0,43,1,0,1,0,0,1,0,1,90.25,3838.75,0,3880.75,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,89.27325581395348,2,False,True,False,False,1,0,1,True,False,True,False,False,3871.2944,High,0.0,False,True,False
CUST52,0,0,0,0,15,1,1,1,0,0,1,1,1,99.1,1426.4,1,1486.5,0.032969583911668,-0.5999999999999999,0.8,False,False,True,False,False,True,False,95.09333333333332,4,True,False,False,False,1,1,0,False,False,False,False,False,1494.2362,High,0.6249,False,False,True
CUST53,0,1,1,0,25,1,1,0,0,1,1,0,1,69.5,1752.65,0,1737.5,0.032969583911668,-0.5999999999999999,0.8,False,False,True,False,False,False,False,70.10600000000001,3,False,True,False,False,0,1,1,True,False,False,False,False,1720.5259,High,0.4019,False,False,True
CUST54,0,1,1,0,8,1,0,1,0,0,0,0,1,80.65,633.3,1,645.2,0.032969583911668,-0.5999999999999999,0.8,False,False,True,False,False,True,False,79.1625,1,False,False,False,False,1,1,1,True,False,False,False,False,669.86206,Medium,0.2263,False,False,True
CUST55,0,1,1,1,60,1,1,1,1,1,0,1,1,74.85,4456.35,0,4491.0,0.032969583911668,-0.5999999999999999,0.8,True,False,True,False,False,False,False,74.27250000000001,5,False,False,True,False,0,1,1,False,False,False,False,False,4475.3193,High,0.0,False,True,False
CUST56,1,1,0,0,18,1,0,0,0,0,1,1,1,95.45,1752.55,1,1718.1,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,97.36388888888888,2,True,False,False,False,1,0,1,True,False,True,False,False,1708.95,High,0.0,False,True,False
CUST57,0,0,1,1,63,1,1,0,0,0,1,1,1,99.65,6311.2,0,6277.950000000001,0.032969583911668,-0.5999999999999999,0.8,True,False,True,False,False,True,False,100.17777777777778,3,False,False,False,True,1,1,0,True,False,False,False,False,6290.0654,High,0.0,False,True,False
CUST58,1,1,1,1,66,1,0,1,1,1,1,1,1,108.45,7076.35,0,7157.7,0.032969583911668,-0.5999999999999999,0.8,True,False,False,True,False,True,False,107.21742424242424,5,False,False,False,True,1,0,1,True,False,True,False,False,7176.0645,High,0.0,False,True,False
CUST59,0,0,1,1,34,1,0,0,0,0,0,0,0,24.95,894.3,0,848.3,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,False,True,26.302941176470583,0,False,True,False,False,0,1,0,True,True,False,False,True,871.2756,Medium,0.0,False,True,False
CUST60,0,0,0,0,72,1,0,0,1,1,1,1,1,107.5,7853.7,0,7740.0,0.032969583911668,-0.5999999999999999,0.8,False,True,True,False,False,True,False,109.07916666666668,4,False,False,False,True,1,1,0,True,True,False,False,False,7740.666,High,0.0,False,True,False
CUST61,0,0,1,0,47,1,0,0,1,0,1,1,1,100.5,4707.1,0,4723.5,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,100.15106382978723,3,False,True,False,False,1,0,0,True,False,True,False,False,4712.9395,High,0.0,False,True,False
CUST62,1,0,0,0,60,1,0,1,0,0,1,0,1,89.9,5450.7,0,5394.0,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,False,True,False,90.845,2,False,False,True,False,1,0,0,True,False,False,False,False,5427.0884,High,0.0,False,True,False
CUST63,1,0,1,0,72,0,1,1,1,0,0,0,0,42.1,2962.0,0,3031.2000000000003,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,False,False,False,41.138888888888886,3,False,False,False,True,0,0,0,False,True,False,False,False,3001.5708,High,0.0,False,True,False
CUST64,0,0,1,1,18,1,0,0,1,1,0,0,1,54.4,957.1,0,979.2,0.032969583911668,-0.5999999999999999,0.8,True,False,True,False,False,False,False,53.172222222222224,2,True,False,False,False,0,1,0,False,False,False,False,False,987.03674,Medium,0.0,False,True,False
CUST65,0,0,0,0,9,1,0,0,0,0,1,1,0,94.4,857.25,1,849.6,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,95.25,2,False,False,False,False,1,0,0,True,False,True,False,False,835.5532,Medium,0.0,False,True,False
CUST66,0,0,0,0,3,1,0,1,0,1,1,1,1,75.3,244.1,0,225.9,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,False,False,81.36666666666666,4,False,False,False,False,0,0,0,False,False,True,False,False,227.77576,Low,0.0,False,True,False
CUST67,1,0,1,0,47,1,0,1,0,0,0,0,1,78.9,3650.35,0,3708.3,0.032969583911668,-0.5999999999999999,0.8,True,False,False,True,False,True,False,77.66702127659575,1,False,True,False,False,1,0,0,True,False,True,False,False,3703.977,High,0.0,False,True,False
CUST68,0,0,0,0,31,1,0,1,1,1,1,1,0,79.2,2497.2,0,2455.2000000000003,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,True,False,False,80.55483870967741,5,False,True,False,False,0,0,0,False,True,False,True,False,2448.3083,High,0.0,False,True,False
CUST69,0,0,1,1,50,1,0,0,0,0,0,0,0,20.15,930.9,0,1007.5,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,False,False,True,18.618,0,False,False,True,False,0,0,0,False,True,False,False,True,994.9969,Medium,0.0,False,True,False
CUST70,1,0,0,0,10,1,1,0,1,0,0,0,1,79.85,887.35,0,798.5,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,True,True,False,88.735,2,False,False,False,False,1,0,0,False,False,False,True,False,807.38745,Medium,0.0,False,True,False
CUST71,1,0,0,0,1,1,0,0,0,1,0,0,0,49.05,49.05,0,49.05,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,True,False,False,49.05,1,False,False,False,False,0,0,0,False,False,False,True,False,49.96939,Low,0.0,False,True,False
CUST72,0,0,1,1,52,1,0,0,0,0,0,0,1,20.4,1090.65,0,1060.8,0.032969583911668,-0.5999999999999999,0.8,True,False,False,True,False,False,True,20.974038461538463,0,False,False,True,False,0,0,0,False,False,True,False,True,1072.4028,High,0.0,False,True,False
CUST73,1,1,1,1,64,1,1,0,1,1,1,1,1,111.6,7099.0,0,7142.4,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,False,True,False,110.921875,5,False,False,False,True,1,0,1,True,True,False,False,False,7165.148,High,0.0,False,True,False
CUST74,1,0,1,1,62,1,0,0,0,0,0,0,1,24.25,1424.6,0,1503.5,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,False,False,True,22.97741935483871,0,False,False,False,True,0,0,0,True,True,False,False,True,1469.141,High,0.0,False,True,False
CUST75,0,0,0,1,3,1,1,0,0,1,0,1,1,64.5,177.4,0,193.5,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,False,False,False,59.13333333333333,3,False,False,False,False,0,0,0,False,False,False,False,False,194.03531,Low,0.0,False,True,False
CUST76,0,1,0,0,56,1,1,1,1,0,1,1,0,110.5,6139.5,0,6188.0,0.032969583911668,-0.5999999999999999,0.8,True,False,False,True,False,True,False,109.63392857142856,5,False,False,True,False,1,0,1,True,False,True,False,False,6172.3994,High,0.0,False,True,False
CUST77,0,0,0,0,46,1,0,0,0,0,0,1,0,55.65,2688.85,0,2559.9,0.032969583911668,-0.5999999999999999,0.8,True,False,True,False,False,False,False,58.45326086956521,1,False,True,False,False,0,1,0,False,False,False,False,False,2583.6104,High,0.0,False,True,False
CUST78,0,0,1,1,8,1,1,1,0,0,0,0,0,54.65,482.25,0,437.2,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,True,False,False,60.28125,2,False,False,False,False,0,0,0,False,False,False,True,False,438.6241,Low,0.0,False,True,False
CUST79,1,1,0,0,30,1,1,1,0,0,1,1,1,74.75,2111.3,0,2242.5,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,False,False,70.37666666666668,4,False,True,False,False,0,0,1,False,False,True,False,False,2250.7893,High,0.0,False,True,False
CUST80,0,0,1,1,45,1,0,0,0,0,0,0,1,25.9,1216.6,0,1165.5,0.032969583911668,-0.5999999999999999,0.8,True,False,True,False,False,False,True,27.03555555555556,0,False,True,False,False,0,1,0,True,False,False,False,True,1158.4927,High,0.0,False,True,False
CUST81,0,0,0,1,1,1,0,0,0,0,1,0,1,79.35,79.35,1,79.35,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,79.35,1,False,False,False,False,1,0,0,False,False,True,False,False,77.18548,Low,0.0,False,True,False
CUST82,0,0,1,1,11,0,1,0,0,0,1,1,0,50.55,565.35,0,556.05,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,False,False,51.39545454545455,3,False,False,False,False,0,0,0,False,False,True,False,False,547.721,Medium,0.0,False,True,False
CUST83,0,0,1,0,7,1,0,0,1,0,0,0,1,75.15,496.9,1,526.0500000000001,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,False,True,False,70.98571428571428,1,False,False,False,False,1,0,0,False,False,False,False,False,533.20844,Medium,0.0,False,True,False
CUST84,0,0,0,0,42,1,0,1,1,1,1,1,1,103.8,4327.5,0,4359.599999999999,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,False,True,False,103.03571428571428,5,False,True,False,False,1,0,0,False,False,False,False,False,4373.5713,High,0.0,False,True,False
CUST85,0,0,1,0,49,1,0,0,0,0,0,0,1,20.15,973.35,0,987.35,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,False,False,True,19.86428571428572,0,False,False,True,False,0,0,0,False,True,False,False,True,994.0728,Medium,0.0,False,True,False
CUST86,1,0,0,0,9,1,0,1,0,0,1,1,1,99.3,918.75,0,893.6999999999999,0.032969583911668,-0.5999999999999999,0.8,False,False,True,False,False,True,False,102.08333333333331,3,False,False,False,False,1,1,0,True,False,False,False,False,894.77496,Medium,0.0,False,True,False
CUST87,0,0,1,0,35,1,1,0,0,0,1,0,1,62.15,2215.45,0,2175.25,0.032969583911668,-0.5999999999999999,0.8,True,False,False,False,False,False,False,63.29857142857142,2,False,True,False,False,0,0,0,False,False,False,False,False,2189.8286,High,0.0,False,True,False
CUST88,0,0,1,1,48,1,0,0,0,0,0,0,0,20.65,1057.0,0,991.2,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,False,False,True,22.02083333333333,0,False,True,False,False,0,0,0,False,True,False,False,True,990.33295,Medium,0.0,False,True,False
CUST89,0,0,1,1,46,1,0,0,0,0,0,0,1,19.95,927.1,0,917.7,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,True,False,True,20.15434782608696,0,False,True,False,False,0,0,0,False,True,False,True,True,918.69714,Medium,0.0,False,True,False
CUST90,1,0,1,0,29,0,0,0,0,0,1,0,0,33.75,1009.25,0,978.75,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,True,False,False,34.80172413793103,1,False,True,False,False,0,0,0,False,False,False,True,False,995.8623,Medium,0.0,False,True,False
CUST91,1,0,1,1,30,1,0,1,1,0,0,0,0,82.05,2570.2,0,2461.5,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,False,True,False,85.67333333333333,2,False,True,False,False,1,0,0,False,False,False,False,False,2454.8616,High,0.0,False,True,False
CUST92,1,1,0,0,1,1,0,0,0,1,0,0,0,74.7,74.7,0,74.7,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,74.7,1,False,False,False,False,1,0,1,False,False,True,False,False,77.2449,Low,0.0,False,True,False
CUST93,1,0,1,1,66,1,1,0,1,1,1,1,1,84.0,5714.25,0,5544.0,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,True,False,False,86.57954545454545,5,False,False,False,True,0,0,0,True,True,False,True,False,5547.1587,High,0.0,False,True,False
CUST94,0,0,0,0,65,1,1,1,1,0,1,1,1,111.05,7107.0,0,7218.25,0.032969583911668,-0.5999999999999999,0.8,False,False,True,False,False,True,False,109.33846153846154,5,False,False,False,True,1,1,0,True,False,False,False,False,7218.75,High,0.0,False,True,False
CUST95,1,0,0,0,72,1,0,1,1,0,1,1,1,100.9,7459.05,0,7264.8,0.032969583911668,-0.5999999999999999,0.8,False,True,False,False,False,True,False,103.59791666666666,4,False,False,False,True,1,0,0,True,True,False,False,False,7261.592,High,0.0,False,True,False
CUST96,0,0,0,0,12,1,1,0,0,0,0,0,1,78.95,927.35,1,947.4,0.032969583911668,-0.5999999999999999,0.8,False,False,False,True,False,True,False,77.27916666666667,1,False,False,False,False,1,0,0,True,False,True,False,False,954.9266,Medium,0.0,False,True,False
CUST97,1,0,1,1,71,1,1,1,0,1,0,0,1,66.85,4748.7,0,4746.349999999999,0.032969583911668,-0.5999999999999999,0.8,True,False,True,False,False,False,False,66.8830985915493,3,False,False,False,True,0,1,0,True,False,False,False,False,4746.911,High,0.0,False,True,False
CUST98,1,0,0,0,5,1,0,0,0,0,0,0,0,21.05,113.85,1,105.25,0.032969583911668,-0.5999999999999999,0.8,False,False,False,False,True,False,True,22.77,0,False,False,False,False,0,0,0,False,False,False,True,True,98.347694,Low,0.0,False,True,False
